'2019-11-26 19:01:37,896 - [testcases.py-->line:31] - INFO: 用例：正常登录---执行通过'
'2019-12-05 08:41:11,984 - [testcase.py-->line:87] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-05 08:41:12,113 - [testcase.py-->line:87] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-05 08:41:12,222 - [testcase.py-->line:87] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-05 08:41:12,351 - [testcase.py-->line:87] - INFO: 用例：密码错误---执行通过'
'2019-12-05 08:41:12,598 - [testcase.py-->line:87] - INFO: 用例：密码小于8位---执行通过'
'2019-12-05 08:41:12,723 - [testcase.py-->line:87] - INFO: 用例：密码大于16位---执行通过'
'2019-12-05 08:41:13,085 - [testcase.py-->line:51] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-05 08:41:13,205 - [testcase.py-->line:51] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-05 08:41:13,333 - [testcase.py-->line:51] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-05 08:41:13,454 - [testcase.py-->line:51] - INFO: 用例：手机号为空---执行通过'
'2019-12-05 08:41:13,587 - [testcase.py-->line:51] - INFO: 用例：密码小于8位---执行通过'
'2019-12-05 08:41:13,834 - [testcase.py-->line:51] - INFO: 用例：密码大于16位---执行通过'
'2019-12-05 08:41:13,954 - [testcase.py-->line:51] - INFO: 用例：不传密码---执行通过'
'2019-12-05 08:41:14,325 - [testcase.py-->line:51] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-05 08:41:14,441 - [testcase.py-->line:51] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-05 08:41:14,571 - [testcase.py-->line:51] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-05 08:52:04,303 - [testcase.py-->line:89] - INFO: 用例：登录成功---执行通过'
'2019-12-05 08:52:04,566 - [testcase.py-->line:89] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-05 08:52:04,693 - [testcase.py-->line:89] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-05 08:52:04,818 - [testcase.py-->line:89] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-05 08:52:04,942 - [testcase.py-->line:89] - INFO: 用例：密码错误---执行通过'
'2019-12-05 08:52:05,187 - [testcase.py-->line:89] - INFO: 用例：密码小于8位---执行通过'
'2019-12-05 08:52:05,320 - [testcase.py-->line:89] - INFO: 用例：密码大于16位---执行通过'
'2019-12-05 08:52:05,703 - [testcase.py-->line:52] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-05 08:52:05,831 - [testcase.py-->line:52] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-05 08:52:05,958 - [testcase.py-->line:52] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-05 08:52:06,082 - [testcase.py-->line:52] - INFO: 用例：手机号为空---执行通过'
'2019-12-05 08:52:06,207 - [testcase.py-->line:52] - INFO: 用例：密码小于8位---执行通过'
'2019-12-05 08:52:06,443 - [testcase.py-->line:52] - INFO: 用例：密码大于16位---执行通过'
'2019-12-05 08:52:06,564 - [testcase.py-->line:52] - INFO: 用例：不传密码---执行通过'
'2019-12-05 08:52:06,952 - [testcase.py-->line:52] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-05 08:52:07,068 - [testcase.py-->line:52] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-05 08:52:07,193 - [testcase.py-->line:52] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-05 08:53:01,791 - [testcase.py-->line:89] - INFO: 用例：登录成功---执行通过'
'2019-12-05 08:53:02,130 - [testcase.py-->line:83] - INFO: 用例：手机号为空---执行未通过'
'2019-12-05 08:53:02,213 - [testcase.py-->line:89] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-05 08:53:02,409 - [testcase.py-->line:89] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-05 08:53:02,619 - [testcase.py-->line:89] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-05 08:53:02,811 - [testcase.py-->line:89] - INFO: 用例：密码错误---执行通过'
'2019-12-05 08:53:03,120 - [testcase.py-->line:83] - INFO: 用例：密码为空---执行未通过'
'2019-12-05 08:53:03,197 - [testcase.py-->line:89] - INFO: 用例：密码小于8位---执行通过'
'2019-12-05 08:53:03,391 - [testcase.py-->line:89] - INFO: 用例：密码大于16位---执行通过'
'2019-12-05 08:53:03,760 - [testcase.py-->line:46] - INFO: 用例：注册成功—带注册名，不带类型---执行未通过'
'2019-12-05 08:53:03,972 - [testcase.py-->line:46] - INFO: 用例：成功-不带注册名，不带类型---执行未通过'
'2019-12-05 08:53:04,054 - [testcase.py-->line:52] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-05 08:53:04,247 - [testcase.py-->line:52] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-05 08:53:04,435 - [testcase.py-->line:52] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-05 08:53:04,646 - [testcase.py-->line:52] - INFO: 用例：手机号为空---执行通过'
'2019-12-05 08:53:04,878 - [testcase.py-->line:52] - INFO: 用例：密码小于8位---执行通过'
'2019-12-05 08:53:05,234 - [testcase.py-->line:46] - INFO: 用例：注册成功-密码16位---执行未通过'
'2019-12-05 08:53:05,310 - [testcase.py-->line:52] - INFO: 用例：密码大于16位---执行通过'
'2019-12-05 08:53:05,511 - [testcase.py-->line:52] - INFO: 用例：不传密码---执行通过'
'2019-12-05 08:53:05,854 - [testcase.py-->line:46] - INFO: 用例：注册成功—类型为0---执行未通过'
'2019-12-05 08:53:06,056 - [testcase.py-->line:46] - INFO: 用例：注册成功—类型为1---执行未通过'
'2019-12-05 08:53:06,133 - [testcase.py-->line:52] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-05 08:53:06,329 - [testcase.py-->line:52] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-05 08:53:06,586 - [testcase.py-->line:52] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-05 09:00:57,097 - [testcase.py-->line:88] - INFO: 用例：登录成功---执行通过'
'2019-12-05 09:00:57,436 - [testcase.py-->line:82] - INFO: 用例：手机号为空---执行未通过'
'2019-12-05 09:00:57,516 - [testcase.py-->line:88] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-05 09:00:57,702 - [testcase.py-->line:88] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-05 09:00:57,907 - [testcase.py-->line:88] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-05 09:00:58,121 - [testcase.py-->line:88] - INFO: 用例：密码错误---执行通过'
'2019-12-05 09:00:58,443 - [testcase.py-->line:82] - INFO: 用例：密码为空---执行未通过'
'2019-12-05 09:00:58,516 - [testcase.py-->line:88] - INFO: 用例：密码小于8位---执行通过'
'2019-12-05 09:00:58,723 - [testcase.py-->line:88] - INFO: 用例：密码大于16位---执行通过'
'2019-12-05 09:00:58,939 - [testcase.py-->line:51] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-05 09:00:59,321 - [testcase.py-->line:45] - INFO: 用例：成功-不带注册名，不带类型---执行未通过'
'2019-12-05 09:00:59,400 - [testcase.py-->line:51] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-05 09:00:59,616 - [testcase.py-->line:51] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-05 09:00:59,849 - [testcase.py-->line:51] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-05 09:01:00,110 - [testcase.py-->line:51] - INFO: 用例：手机号为空---执行通过'
'2019-12-05 09:01:00,331 - [testcase.py-->line:51] - INFO: 用例：密码小于8位---执行通过'
'2019-12-05 09:01:00,676 - [testcase.py-->line:45] - INFO: 用例：注册成功-密码16位---执行未通过'
'2019-12-05 09:01:00,756 - [testcase.py-->line:51] - INFO: 用例：密码大于16位---执行通过'
'2019-12-05 09:01:00,987 - [testcase.py-->line:51] - INFO: 用例：不传密码---执行通过'
'2019-12-05 09:01:01,375 - [testcase.py-->line:45] - INFO: 用例：注册成功—类型为0---执行未通过'
'2019-12-05 09:01:01,600 - [testcase.py-->line:45] - INFO: 用例：注册成功—类型为1---执行未通过'
'2019-12-05 09:01:01,672 - [testcase.py-->line:51] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-05 09:01:01,859 - [testcase.py-->line:51] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-05 09:01:02,100 - [testcase.py-->line:51] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-05 09:01:44,664 - [testcase.py-->line:88] - INFO: 用例：登录成功---执行通过'
'2019-12-05 09:01:45,012 - [testcase.py-->line:82] - INFO: 用例：手机号为空---执行未通过'
'2019-12-05 09:01:45,089 - [testcase.py-->line:88] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-05 09:01:45,281 - [testcase.py-->line:88] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-05 09:01:45,475 - [testcase.py-->line:88] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-05 09:01:45,688 - [testcase.py-->line:88] - INFO: 用例：密码错误---执行通过'
'2019-12-05 09:01:46,005 - [testcase.py-->line:82] - INFO: 用例：密码为空---执行未通过'
'2019-12-05 09:01:46,087 - [testcase.py-->line:88] - INFO: 用例：密码小于8位---执行通过'
'2019-12-05 09:01:46,288 - [testcase.py-->line:88] - INFO: 用例：密码大于16位---执行通过'
'2019-12-05 09:01:46,496 - [testcase.py-->line:51] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-05 09:01:46,808 - [testcase.py-->line:45] - INFO: 用例：成功-不带注册名，不带类型---执行未通过'
'2019-12-05 09:01:46,890 - [testcase.py-->line:51] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-05 09:01:47,083 - [testcase.py-->line:51] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-05 09:01:47,298 - [testcase.py-->line:51] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-05 09:01:47,500 - [testcase.py-->line:51] - INFO: 用例：手机号为空---执行通过'
'2019-12-05 09:01:47,694 - [testcase.py-->line:51] - INFO: 用例：密码小于8位---执行通过'
'2019-12-05 09:01:48,017 - [testcase.py-->line:45] - INFO: 用例：注册成功-密码16位---执行未通过'
'2019-12-05 09:01:48,096 - [testcase.py-->line:51] - INFO: 用例：密码大于16位---执行通过'
'2019-12-05 09:01:48,302 - [testcase.py-->line:51] - INFO: 用例：不传密码---执行通过'
'2019-12-05 09:01:48,624 - [testcase.py-->line:45] - INFO: 用例：注册成功—类型为0---执行未通过'
'2019-12-05 09:01:48,856 - [testcase.py-->line:45] - INFO: 用例：注册成功—类型为1---执行未通过'
'2019-12-05 09:01:48,931 - [testcase.py-->line:51] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-05 09:01:49,129 - [testcase.py-->line:51] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-05 09:01:49,370 - [testcase.py-->line:51] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-05 09:02:37,955 - [testcase.py-->line:88] - INFO: 用例：登录成功---执行通过'
'2019-12-05 09:02:38,417 - [testcase.py-->line:82] - INFO: 用例：手机号为空---执行未通过'
'2019-12-05 09:02:38,502 - [testcase.py-->line:88] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-05 09:02:38,715 - [testcase.py-->line:88] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-05 09:02:38,911 - [testcase.py-->line:88] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-05 09:02:39,098 - [testcase.py-->line:88] - INFO: 用例：密码错误---执行通过'
'2019-12-05 09:02:39,428 - [testcase.py-->line:82] - INFO: 用例：密码为空---执行未通过'
'2019-12-05 09:02:39,555 - [testcase.py-->line:88] - INFO: 用例：密码小于8位---执行通过'
'2019-12-05 09:02:39,814 - [testcase.py-->line:88] - INFO: 用例：密码大于16位---执行通过'
'2019-12-05 09:02:40,092 - [testcase.py-->line:51] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-05 09:02:40,449 - [testcase.py-->line:45] - INFO: 用例：成功-不带注册名，不带类型---执行未通过'
'2019-12-05 09:02:40,535 - [testcase.py-->line:51] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-05 09:02:40,736 - [testcase.py-->line:51] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-05 09:02:40,921 - [testcase.py-->line:51] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-05 09:02:41,116 - [testcase.py-->line:51] - INFO: 用例：手机号为空---执行通过'
'2019-12-05 09:02:41,313 - [testcase.py-->line:51] - INFO: 用例：密码小于8位---执行通过'
'2019-12-05 09:02:41,621 - [testcase.py-->line:45] - INFO: 用例：注册成功-密码16位---执行未通过'
'2019-12-05 09:02:41,707 - [testcase.py-->line:51] - INFO: 用例：密码大于16位---执行通过'
'2019-12-05 09:02:41,909 - [testcase.py-->line:51] - INFO: 用例：不传密码---执行通过'
'2019-12-05 09:02:42,229 - [testcase.py-->line:45] - INFO: 用例：注册成功—类型为0---执行未通过'
'2019-12-05 09:02:42,427 - [testcase.py-->line:45] - INFO: 用例：注册成功—类型为1---执行未通过'
'2019-12-05 09:02:42,501 - [testcase.py-->line:51] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-05 09:02:42,687 - [testcase.py-->line:51] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-05 09:02:42,935 - [testcase.py-->line:51] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-05 09:03:30,223 - [testcase.py-->line:88] - INFO: 用例：登录成功---执行通过'
'2019-12-05 09:03:30,534 - [testcase.py-->line:82] - INFO: 用例：手机号为空---执行未通过'
'2019-12-05 09:03:30,610 - [testcase.py-->line:88] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-05 09:03:30,799 - [testcase.py-->line:88] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-05 09:03:31,022 - [testcase.py-->line:88] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-05 09:03:31,206 - [testcase.py-->line:88] - INFO: 用例：密码错误---执行通过'
'2019-12-05 09:03:31,518 - [testcase.py-->line:82] - INFO: 用例：密码为空---执行未通过'
'2019-12-05 09:03:31,604 - [testcase.py-->line:88] - INFO: 用例：密码小于8位---执行通过'
'2019-12-05 09:03:31,796 - [testcase.py-->line:88] - INFO: 用例：密码大于16位---执行通过'
'2019-12-05 09:03:32,126 - [testcase.py-->line:45] - INFO: 用例：注册成功—带注册名，不带类型---执行未通过'
'2019-12-05 09:03:32,319 - [testcase.py-->line:45] - INFO: 用例：成功-不带注册名，不带类型---执行未通过'
'2019-12-05 09:03:32,394 - [testcase.py-->line:51] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-05 09:03:32,588 - [testcase.py-->line:51] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-05 09:03:32,787 - [testcase.py-->line:51] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-05 09:03:32,985 - [testcase.py-->line:51] - INFO: 用例：手机号为空---执行通过'
'2019-12-05 09:03:33,199 - [testcase.py-->line:51] - INFO: 用例：密码小于8位---执行通过'
'2019-12-05 09:03:33,523 - [testcase.py-->line:45] - INFO: 用例：注册成功-密码16位---执行未通过'
'2019-12-05 09:03:33,605 - [testcase.py-->line:51] - INFO: 用例：密码大于16位---执行通过'
'2019-12-05 09:03:33,789 - [testcase.py-->line:51] - INFO: 用例：不传密码---执行通过'
'2019-12-05 09:03:34,119 - [testcase.py-->line:45] - INFO: 用例：注册成功—类型为0---执行未通过'
'2019-12-05 09:03:34,347 - [testcase.py-->line:45] - INFO: 用例：注册成功—类型为1---执行未通过'
'2019-12-05 09:03:34,420 - [testcase.py-->line:51] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-05 09:03:34,630 - [testcase.py-->line:51] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-05 09:03:34,851 - [testcase.py-->line:51] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-05 09:04:18,272 - [testcase.py-->line:88] - INFO: 用例：登录成功---执行通过'
